nullID;Brus;Bilde URL;Poeng;Stemmer
1;Coka Cola;http://www.coca-cola.no/nordic-corp/cc/no_NO/media_assets/Coca-Cola-500ml-NRPET_no_NO.jpg
2;Solo;http://upload.wikimedia.org/wikipedia/commons/9/98/Solo_mp_pack.png
3;Coka Cola Zero;http://www.duetsblog.com/files/2014/09/CocaColaZeroCan.jpg
4;Tab Xtra;http://2.bp.blogspot.com/-1_DREpWpaiM/Ti8TtmHWNUI/AAAAAAAAAx4/YKhBI5XKPiE/s1600/13086149.jpg
5;Solo Super;https://kolonial.no/media/uploads/public/0/56/56-262de-product_detail.jpg
